Player Name,xG Per Shot,xG,Shots,Open Play Key Passes,Assists,Throughballs,Passes into Box,Open Play Passes into Box,Touches Inside Box,Open Play Passes into and Touches Inside Box,Tackles,Interceptions,Tackles and Interceptions,PAdj Tackles,PAdj Interceptions,PAdj Tackles & Interceptions,Tackled/Dribbled Past %,Successful Dribbles,Fouls Committed,Dribbled Past,Dispossessions,Long Ball %,Long Balls,Blocks per Shot,Clearances,Aerial Win %,Aerial Wins,Open Play Passes,Forward Pass %,Backward Pass %,Sideways Pass %,Open Play Final 3rd Passes,op_f3_forward_pass_proportion,op_f3_backward_pass_proportion,op_f3_sideways_pass_proportion,shot_on_target_ratio,passing_ratio,conversion_ratio,Non-Penalty Goals,Successful Crosses,crossing_ratio,penalty_wins_90,padj_clearances_90,passes_inside_box_90,xgchain_90,op_xgchain_90,xgbuildup_90,op_xgbuildup_90,Open Play xG Assisted,op_assists_90,xgchain,op_xgchain,xgbuildup,op_xgbuildup,xgchain_per_possession,op_xgchain_per_possession,xgbuildup_per_possession,op_xgbuildup_per_possession,primary_position,secondary_position,pressured_long_balls_90,unpressured_long_balls_90,aggressive_actions_90,pressures_90,turnovers_90,pressure_regains_90,box_cross_ratio,sp_xa_90,shot_touch_ratio,Deep Progressions,fouls_won_90,shots_faced_90,goals_faced_90,np_xg_faced_90,np_psxg_faced_90,save_ratio,xs_ratio,gsaa_90,gsaa_ratio,left_foot_ratio,pressured_passing_ratio,passes_pressed_ratio,pass_length,s_pass_length,p_pass_length,ps_pass_length,ot_shots_faced_90,npot_psxg_faced_90,ot_shots_faced_ratio,np_optimal_gk_dlength,clcaa,pass_into_pressure_ratio,pass_into_danger_ratio,da_aggressive_distance,positive_outcome_score,appearances,average_minutes,positive_outcome_90,sp_assists_90,sp_key_passes_90,npxgxa_90,over_under_performance_90,shots_key_passes_90,failed_dribbles_90,total_dribbles_90,dribble_ratio,sp_passes_into_box_90,penalty_conversion_ratio,pass_length_ratio,pressured_pass_length_ratio,change_in_passing_ratio,pressured_change_in_pass_length,carries_90,carry_ratio,carry_length,dribble_faced_ratio,counterpressures_90,yellow_cards_90,second_yellow_cards_90,red_cards_90,errors_90,padj_pressures_90,defensive_action_regains_90,counterpressure_regains_90,starting_appearances,average_x_pressure,fhalf_pressures_90,fhalf_counterpressures_90,fhalf_pressures_ratio,fhalf_counterpressures_ratio,average_x_defensive_action,average_x_pass,most_recent_match,90s_played,obv_90,Pass OBV,Shot OBV,Defensive Action OBV,Dribble & Carry OBV,obv_gk_90,deep_completions_90,ball_recoveries_90,np_psxg_90,penalties_faced_90,penalties_conceded_90,fhalf_ball_recoveries_90,defensive_actions_90,statsbomb_id,Average Distance,HSR Distance,Sprinting Distance,Top 5 PSV-99,Count High Acceleration,Count of Runs in Behind,Runs in Behind Threat,runs_threat_per_match,HI Distance,age,team_name,competition_name,birth_date,Minutes
Samuel George Edmundson,,0.0,0.0,0.0,0.0,0.0,0.44724202,0.44724202,0.0,0.44724202,3.5779362,0.44724202,4.025178,4.091965,0.448314,4.540279,1.0,0.44724202,0.44724202,0.0,0.89448404,0.4375,3.1306942,0.043478260869565216,4.919662,0.0,0.0,51.432827,0.288135593220339,0.05084745762711865,0.6610169491525424,1.7889681,0.75,0.0,0.25,,0.8898305084745762,,0.0,0.0,,0.0,5.4369073,0.0,0.5976859,0.5976859,0.5976859,0.5976859,0.0,0.0,1.3363814,1.3363814,1.3363814,1.3363814,0.01392064,0.01392064,0.01392064,0.01392064,Left Centre Back,,6.70863,5.3669043,4.4724197,9.392082,0.89448404,3.5779362,0.0,0.0,0.0,1.7889681,0.44724202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.24761904761904763,0.625,0.06779661016949153,22.322894597457626,19.234293619791668,40.843017578125,23.235078811645508,0.0,0.0,,0.0,0.0,0.076271184,0.09322034,0.0,0.20547946,2,100.61667,3.354315,0.0,0.0,0.0,0.0,0.0,0.0,0.44724202,1.0,0.0,,0.86163974,0.5688874,-0.2648305,18.520123,45.618683,0.9705882,3.693288,1.0,1.3417261,0.44724202,0.0,0.0,0.0,10.593984,4.919662,0.0,2,33.53494,2.6834521,0.0,0.2857143,0.0,26.292467,30.134974,2023-10-28T16:00,2.235926,-0.0013189163,0.041285466,,0.06828895,-0.110893354,,0.0,9.839324,0.0,0.0,0.0,1.3417261,13.41726,4150,9613.5,346.0,110.5,31.05,3.5,0.0,0.0,0.0,456.5,26.0,Ipswich Town,English Championship,1997-08-15,201.0
Ryan Leonard,0.09346183538436889,0.073367335,0.7849978,0.4709987,0.0,0.0,1.1774967,0.4709987,0.9419974,1.412996,2.825992,1.1774967,4.003489,1.949513,0.81886846,2.7683816,0.7659574468085106,0.15699956,1.9624946,0.8634976,0.54949844,0.45588235294117646,4.8669868,0.027210884353741496,3.4539905,0.7708333333333334,2.9044921,39.87789,0.325508607198748,0.08294209702660407,0.5915492957746479,5.651984,0.3611111111111111,0.09722222222222222,0.5416666666666666,0.1,0.7120500782472613,0.0,0.0,0.31399912,0.4,0.0,2.4924738,0.31399912,0.4020718,0.3498535,0.32097214,0.27455297,0.04744219,0.0,5.1219482,4.4567447,4.0888286,3.4974997,0.009212137,0.008015728,0.007354008,0.006290467,Right Centre Back,Right Back,4.8669868,9.262974,8.870476,11.382469,0.3924989,1.7269952,0.13333333333333333,0.0057991943,0.006396588486140725,4.788487,1.412996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.04046242774566474,0.5647058823529412,0.13302034428794993,25.066011957159624,21.749278846153846,22.268699645996094,20.636398315429688,0.0,0.0,,0.0,0.0,0.08137715,0.1627543,0.0,0.29613993,15,76.433334,3.8543394,0.0,0.07849978,0.12660871,-0.12660871,1.3344963,0.0,0.15699956,1.0,0.706498,,0.8676801,0.92669976,-0.1473442,-2.7973123,31.556913,0.9701493,4.2691073,0.54545456,1.6484954,0.15699956,0.0,0.0,0.0,8.021146,3.0614915,0.07849978,11,35.96993,3.0614915,1.0204971,0.2689655,0.61904764,32.134716,46.232365,2023-12-13T21:45,12.738889,0.16723366,0.20370097,-0.08043656,-0.027314361,0.07128363,,0.23549935,12.402965,0.00055988564,0.0,0.0,3.53249,16.013956,4049,7282.7,314.2,84.5,29.54,7.54,0.21,0.0,0.08,398.7,31.0,Millwall,English Championship,1992-05-24,1146.0
Wes Burns,0.06185264479030262,0.0944886,1.5276405,1.9442697,0.069438204,0.069438204,1.8053932,1.8053932,2.9164045,4.7217975,0.9721348,0.9026966,1.8748314,0.9032366,0.7725059,1.6757424,0.5,0.4860674,1.1804494,0.9721348,0.9026966,0.48148148148148145,0.9026966,0.02097902097902098,0.694382,0.4166666666666667,1.388764,26.247639,0.07235142118863049,0.1731266149870801,0.7545219638242894,10.901797,0.06369426751592357,0.17197452229299362,0.7643312101910829,0.36363636363636365,0.7028423772609819,0.09090909090909091,0.13887641,1.8053932,0.4262295081967213,0.0,0.67863977,0.694382,0.5074472,0.5074472,0.23455335,0.2317895,0.2084158,0.069438204,7.307897,7.307897,3.3778722,3.3380692,0.01687736,0.01687736,0.0078010904,0.007709167,Right Wing,,0.8332584,1.735955,10.137977,16.873482,2.2220225,3.055281,0.6538461538461539,0.0,0.024456521739130436,2.3608987,1.8748314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.05179282868525897,0.5964912280701754,0.14728682170542637,17.532602551679588,16.418887867647058,14.158843040466309,13.659053802490234,0.0,0.0,,0.0,0.0,0.093023255,0.15762274,0.0,0.32798263,17,76.24215,5.2495275,0.0,0.0,0.30290437,-0.09458981,3.47191,0.8332584,1.3193258,0.36842105,0.0,,0.9364775,0.9647013,-0.10635115,-3.373759,26.803146,0.9015544,6.159747,0.125,3.6802244,0.27775282,0.0,0.0,0.0,16.033825,4.23573,0.55550563,15,55.303352,10.276854,3.4024715,0.6090535,0.9245283,53.308296,66.21981,2023-12-12T21:45,14.401296,0.2901796,0.17010581,0.001251509,0.014579543,0.10424277,,0.76382023,5.7633705,0.09068128,0.0,0.0,3.2635953,19.026066,4120,8356.1,601.6,230.8,32.24,14.69,4.18,0.11,0.49,832.4000000000001,29.0,Ipswich Town,English Championship,1994-11-23,1296.0
Ebou Adams,0.0390130952000618,0.013700378,0.35117385,0.0,0.0,0.0,0.35117385,0.0,0.35117385,0.35117385,4.214086,1.7558693,5.9699554,2.0365376,1.5718008,3.6083386,0.8,0.0,1.7558693,1.0535215,1.0535215,0.5454545454545454,2.107043,0.0,4.916434,0.875,4.916434,36.170906,0.3181818181818182,0.09090909090909091,0.5909090909090909,2.458217,0.42857142857142855,0.0,0.5714285714285714,0.0,0.7181818181818181,0.0,0.0,0.0,,0.0,4.692641,0.0,0.101450376,0.101450376,0.101450376,0.101450376,0.0,0.0,0.28888932,0.28888932,0.28888932,0.28888932,0.002751327,0.002751327,0.002751327,0.002751327,Left Defensive Midfielder,Right Back,4.916434,3.8629124,15.100474,22.123951,2.107043,1.7558693,0.0,0.0,0.0,2.458217,1.0535215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.07352941176470588,0.5333333333333333,0.13636363636363635,21.29159268465909,20.797635235363924,14.249813079833984,13.140487670898438,0.0,0.0,,0.0,0.0,0.045454547,0.13636364,0.0,0.10548523,8,32.035416,0.87793463,0.0,0.0,0.013700378,-0.013700378,0.35117385,0.7023477,0.7023477,0.0,0.35117385,,0.9768003,0.92215157,-0.18484849,-7.04178,28.093908,0.8875,3.6246364,0.75,1.4046954,0.7023477,0.0,0.0,0.0,11.232659,3.5117385,0.0,2,30.336645,1.7558693,0.7023477,0.07936508,0.5,26.752192,41.94246,2023-12-09T17:00,2.8475926,0.050367657,-0.05594313,-0.010139844,0.10275217,0.013698464,,0.0,12.642259,0.0,0.0,0.0,4.916434,28.093908,4696,3882.3,176.1,46.4,27.04,5.43,0.0,0.0,0.01,222.5,27.0,Cardiff City,English Championship,1996-01-15,256.0
Ethan Ampadu,0.035122950871785484,0.027136412,0.772612,0.6867662,0.042922888,0.21461444,0.30046022,0.30046022,0.6867662,0.9872264,2.317836,1.6310698,3.9489057,2.8141067,1.8998259,4.7139325,0.8571428571428571,0.085845776,1.4164553,0.386306,0.6438433,0.6923076923076923,3.090448,0.09900990099009901,2.317836,0.7647058823529411,1.115995,48.63163,0.16237113402061856,0.0936426116838488,0.7439862542955327,9.786419,0.19736842105263158,0.039473684210526314,0.7631578947368421,0.1111111111111111,0.8900343642611683,0.0,0.0,0.042922888,0.3333333333333333,0.0,2.94193,0.0,0.6595667,0.62356085,0.61118877,0.57518286,0.06517285,0.042922888,15.366318,14.527468,14.239227,13.400377,0.016941916,0.016017053,0.015699258,0.014774396,Right Defensive Midfielder,Left Defensive Midfielder,2.961679,3.8201368,9.228421,13.907015,0.772612,3.519677,0.14285714285714285,0.0,0.005901044030866999,5.665821,1.2447637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.16548940464177597,0.7948717948717948,0.13402061855670103,19.697451876610824,19.066278052606176,19.72064971923828,18.231111526489258,0.0,0.0,,0.0,0.0,0.060996562,0.082474224,0.0,0.3212435,21,99.84683,5.5885596,0.0,0.0,0.09230926,-0.04938637,1.4593782,0.12876867,0.21461444,0.4,0.0,,0.9679566,0.9244681,-0.09516257,0.023198038,39.53198,0.9685125,5.0853286,0.6666667,3.1762936,0.21461444,0.0,0.0,0.042922888,17.10516,5.021978,0.42922887,21,44.59015,5.923358,1.8456842,0.42592594,0.5810811,39.843727,48.356216,2023-12-12T22:00,23.297594,0.15776789,0.02390228,-0.03442152,0.07545903,0.09282811,,0.12876867,9.443035,0.009053681,0.0,0.0,4.3781347,17.641308,4934,11112.2,492.0,95.8,28.98,10.3,0.25,0.03,0.09,587.8,23.0,Leeds United,English Championship,2000-09-14,2097.0
Matt Phillips,0.09750865896542867,0.14142601,1.4503945,0.9064965,0.18129931,0.12086621,1.5712607,1.0877959,2.417324,3.50512,1.3295282,0.9669297,2.296458,1.1436429,0.79773855,1.9413813,0.7333333333333333,0.9669297,0.6647641,0.48346484,1.5108277,0.44776119402985076,1.812993,0.013422818791946308,1.0877959,0.3333333333333333,0.84606344,27.980528,0.13163064833005894,0.20235756385068762,0.6660117878192534,9.185832,0.09868421052631579,0.3157894736842105,0.5855263157894737,0.2916666666666667,0.7053045186640472,0.125,0.18129931,0.6647641,0.275,0.0,0.8974679,0.24173242,0.52685803,0.46101943,0.41096696,0.3732636,0.07083891,0.12086621,8.718038,7.628591,6.8003616,6.1764755,0.015937911,0.013946236,0.012432105,0.011291546,Left Wing Back,Left Midfielder,1.5712607,3.565553,5.9828773,10.092328,3.565553,1.9942925,0.3076923076923077,0.039699223,0.022128556375131718,2.1151588,0.72519726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.07941176470588235,0.6808510638297872,0.18467583497053044,19.51388291994106,18.02762121344011,17.22648811340332,17.42159652709961,0.0,0.0,,0.0,0.0,0.07269155,0.12180746,0.0,0.29747677,19,78.38158,4.061105,0.060433105,0.42303172,0.25196418,0.11063446,2.7799227,1.4503945,2.417324,0.4,0.48346484,,0.9238357,1.0113261,-0.024453456,-2.2873957,29.61222,0.8469388,6.253215,0.5555556,1.6316938,0.18129931,0.0,0.0,0.0,9.165022,2.7194898,0.18129931,18,54.243637,5.741145,1.148229,0.56886226,0.7037037,48.851376,60.446888,2023-12-02T14:30,16.547222,0.07662899,0.043228943,-0.038598284,0.0001491735,0.07184916,,0.36259863,5.741145,0.19657552,0.0,0.0,2.6590564,12.086621,3466,8560.5,567.5,194.0,31.08,11.13,4.11,0.14,0.54,761.5,32.0,West Bromwich Albion,English Championship,1991-03-13,1489.0
Matty James,0.04527468406237089,0.026837261,0.5927653,0.3191813,0.0,0.04559733,0.54716796,0.18238932,0.36477864,0.54716796,1.7326984,1.0031413,2.7358398,1.433472,0.967771,2.4012425,0.5507246376811594,0.22798665,0.6383626,1.4135172,0.27358398,0.5798319327731093,3.1462157,0.03278688524590164,1.2311279,0.5,0.8663492,40.49043,0.13597430406852248,0.11884368308351177,0.7451820128479657,5.6084714,0.21951219512195122,0.04065040650406504,0.7398373983739838,0.23076923076923078,0.880085653104925,0.15384615384615385,0.09119466,0.04559733,0.16666666666666666,0.04559733,1.3066219,0.0,0.3321814,0.3151882,0.31328744,0.3013168,0.008059009,0.0,7.2851067,6.912427,6.870741,6.608211,0.01017473,0.009654228,0.009596007,0.009229345,Right Defensive Midfielder,Centre Defensive Midfielder,2.0974772,4.559733,13.1320305,20.473202,0.50157064,4.4685383,0.08333333333333333,0.0062447092,0.004708652148322542,2.8270345,0.4559733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.07779171894604768,0.7876712328767124,0.15631691648822268,21.572483103586723,20.238573505930656,19.514755249023438,17.641530990600586,0.0,0.0,,0.0,0.0,0.06531049,0.088865094,0.0,0.2556601,20,98.68999,3.346844,0.0,0.18238932,0.04114098,0.050053682,1.0943359,0.04559733,0.27358398,0.8333333,0.36477864,,0.93816614,0.9040099,-0.092414424,-2.0577276,33.605232,0.98507464,3.5233357,0.37777779,4.4229407,0.0,0.0,0.0,0.0,18.64994,5.790861,0.68395996,20,42.721535,7.158781,1.9606853,0.3496659,0.44329897,40.047073,45.916664,2023-12-12T21:45,21.931108,0.1448361,0.010203714,0.0019325496,0.043075725,0.08962411,,0.09119466,7.569157,0.092027105,0.0,0.0,2.6902423,22.844261,3386,11072.0,539.7,110.8,29.28,11.0,0.1,0.01,0.17,650.5,32.0,Bristol City,English Championship,1991-07-22,1974.0
Nathaniel Chalobah,0.049333546842847555,0.054652795,1.1078222,0.47478092,0.1582603,0.0,0.3165206,0.3165206,1.4243426,1.7408633,1.1078222,1.8991237,3.0069458,1.00129,1.503103,2.504393,0.7777777777777778,0.79130155,1.5826031,0.3165206,1.5826031,0.6666666666666666,1.5826031,0.017543859649122806,1.7408633,0.6111111111111112,1.7408633,29.278156,0.15979381443298968,0.14948453608247422,0.6907216494845361,7.4382343,0.2127659574468085,0.0851063829787234,0.7021276595744681,0.2857142857142857,0.865979381443299,0.0,0.0,0.1582603,0.3333333333333333,0.0,1.4796509,0.3165206,0.45357475,0.45357475,0.3300685,0.3300685,0.08960495,0.1582603,2.8660045,2.8660045,2.0856051,2.0856051,0.014548246,0.014548246,0.010586828,0.010586828,Left Defensive Midfielder,Right Defensive Midfielder,1.7408633,2.3739045,9.020838,15.984291,1.5826031,2.057384,0.0,0.0,0.013054830287206266,3.4817266,1.4243426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.19254658385093168,0.8157894736842105,0.1958762886597938,19.817098401256445,19.456070672898065,15.302644729614258,15.420597076416016,0.0,0.0,,0.0,0.0,0.067010306,0.11340206,0.0,0.2270588,17,33.45196,3.0544236,0.0,0.0,0.14425775,0.0140025485,1.5826031,0.1582603,0.94956183,0.8333333,0.0,,0.981782,1.007708,-0.05018991,-4.514454,26.429472,0.88023955,4.072163,0.5,3.639987,0.47478092,0.0,0.0,0.0,12.870969,3.3234665,0.3165206,5,45.82355,7.4382343,2.6904252,0.46534654,0.73913044,42.929066,49.834652,2023-12-12T21:45,6.3187037,0.0758798,0.04267219,-0.041681796,0.0072038537,0.06768554,,0.47478092,8.229536,0.004678853,0.0,0.0,4.2730284,18.516455,3287,3925.5,265.7,83.8,30.74,5.0,0.56,0.03,0.13,349.5,29.0,West Bromwich Albion,English Championship,1994-12-12,569.0
Oliver Burke,0.11556006968021393,0.09716034,0.84077775,0.7356806,0.0,0.0,0.10509722,0.10509722,2.1019442,2.2070415,1.2611666,0.6305833,1.89175,0.9715456,0.44691944,1.4184651,0.6666666666666666,0.42038888,1.1560694,0.6305833,0.7356806,0.3333333333333333,0.42038888,0.007936507936507936,0.52548605,0.5,2.6274304,23.646875,0.16956521739130434,0.14782608695652175,0.6826086956521739,6.9364166,0.16666666666666666,0.18181818181818182,0.6515151515151515,0.25,0.6521739130434783,0.0,0.0,0.21019444,0.13333333333333333,0.0,0.28945816,0.21019444,0.39001104,0.36905047,0.27214015,0.25117952,0.039573237,0.0,3.7109551,3.5115151,2.5894134,2.3899732,0.0135932425,0.012862693,0.009485031,0.008754481,Right Wing,Right Midfielder,0.7356806,1.0509721,10.719916,17.551235,3.4682083,1.9968472,0.0,0.0,0.014388489208633094,2.1019442,0.31529164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.09302325581395349,0.5205479452054794,0.3173913043478261,14.862679390285326,13.493121744791667,13.904451370239258,11.973636627197266,0.0,0.0,,0.0,0.0,0.09565217,0.19130434,0.0,0.28435612,15,57.09,3.4576986,0.0,0.0,0.13673358,-0.13673358,1.5764583,1.0509721,1.4713612,0.2857143,0.0,,0.9078526,0.8611369,-0.13162597,-0.9582278,19.65318,0.8342246,5.5842237,0.33333334,2.3121388,0.0,0.0,0.0,0.0,11.450213,2.4172359,0.0,9,61.936146,12.506569,1.9968472,0.71257484,0.8636364,58.430756,57.66443,2023-12-08T22:00,9.514999,-0.047645856,-0.019927021,-0.04682667,0.019997759,-0.000889919,,0.21019444,4.6242776,0.02156306,0.0,0.0,1.9968472,19.968472,3513,5974.0,441.3,274.2,33.42,9.53,5.6,0.16,0.43,715.5,26.0,Birmingham City,English Championship,1997-04-07,856.0
Sam Clucas,,0.0,0.0,0.18284014,0.0,0.0,0.73136055,0.36568028,0.73136055,1.0970408,1.4627211,0.9142006,2.3769217,0.7607727,0.38991243,1.1506851,0.6666666666666666,0.5485204,1.0970408,0.73136055,0.9142006,0.32,1.4627211,0.030303030303030304,0.9142006,0.5294117647058824,1.6455612,25.231937,0.20481927710843373,0.14457831325301204,0.6506024096385542,6.582245,0.16666666666666666,0.08333333333333333,0.75,,0.6325301204819277,,0.0,0.18284014,0.125,0.0,0.48534563,0.18284014,0.10147842,0.08152062,0.08814376,0.08152062,0.03177009,0.0,0.55501175,0.44585738,0.48208106,0.44585738,0.0032456827,0.002607353,0.0028191875,0.002607353,Left Centre Midfielder,Left Defensive Midfielder,1.4627211,4.022483,10.056207,16.272772,0.5485204,2.1940815,0.0,0.013334658,0.0,2.1940815,0.36568028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.925531914893617,0.5483870967741935,0.18674698795180722,19.791999541133283,16.80302501860119,15.756430625915527,13.800938606262207,0.0,0.0,,0.0,0.0,0.09638554,0.19879518,0.0,0.2848837,11,44.74848,1.7918333,0.0,0.18284014,0.04510475,-0.04510475,0.36568028,0.18284014,0.73136055,0.75,0.36568028,,0.84898067,0.87589246,-0.08414302,-4.035569,16.638453,0.93406594,5.1318984,0.2,3.2911224,0.5485204,0.0,0.0,0.18284014,8.802512,2.5597618,0.18284014,6,46.068275,7.1307645,2.9254422,0.43820226,0.8888889,42.61101,57.33011,2023-11-11T17:00,5.469259,0.12478133,0.025087431,,0.05747101,0.042222872,,0.18284014,9.690527,0.0,0.0,0.0,6.3994045,18.649693,3330,5381.3,307.4,82.5,28.7,3.27,0.27,0.01,0.18,389.9,33.0,Rotherham United,English Championship,1990-09-25,492.0
Aaron Ramsey,0.08033619608197894,0.096575126,1.2021371,1.2021371,0.0,0.0,2.4042742,1.5456051,2.4042742,3.9498794,2.0608065,0.34346777,2.4042742,1.3965396,0.18416363,1.5807033,0.8571428571428571,0.68693554,1.3738711,0.34346777,0.34346777,0.5,4.465081,0.013157894736842105,1.0304033,0.16666666666666666,0.5152016,44.13561,0.125,0.17434210526315788,0.7006578947368421,11.162703,0.15384615384615385,0.12307692307692308,0.7230769230769231,0.42857142857142855,0.7697368421052632,0.2857142857142857,0.34346777,0.5152016,0.3333333333333333,0.0,0.91528314,0.0,1.0794071,0.79456586,0.704707,0.57604414,0.12193203,0.0,6.285347,4.6267276,4.1034827,3.3542836,0.024552137,0.018073155,0.01602923,0.01310267,Centre Attacking Midfielder,Right Centre Forward,1.5456051,8.41496,12.536573,22.153671,3.6064115,4.636815,0.21428571428571427,0.014888376,0.013257575757575758,5.667218,1.0304033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1891891891891892,0.6875,0.15789473684210525,20.1753861276727,18.536583533653847,14.282633781433105,14.009495735168457,0.0,0.0,,0.0,0.0,0.069078945,0.10526316,0.0,0.7041096,6,87.344444,8.827122,0.0,0.34346777,0.23339556,0.11007223,2.7477422,0.68693554,1.3738711,0.5,0.8586694,1.0,0.91877216,0.9808762,-0.08223684,-5.8927526,40.529194,0.9194915,5.2331886,0.75,3.0912101,0.17173389,0.0,0.0,0.17173389,16.754442,6.1824203,0.34346777,6,47.635746,9.27363,2.2325406,0.41860464,0.7222222,45.427753,54.47914,2023-09-16T21:45,5.8229628,0.18181658,0.024257742,0.06927388,0.053267203,0.035017747,,0.0,6.3541536,0.16937663,0.0,0.0,2.9194758,25.588348,3517,10578.8,675.5,119.8,27.36,10.17,3.0,0.1,0.7,795.3,32.0,Cardiff City,English Championship,1990-12-26,524.0
Will Vaulks,0.029689284041523933,0.02554222,0.86031777,0.43015888,0.10753972,0.21507944,2.365874,0.43015888,0.32261917,0.75277805,3.3337317,1.8281754,5.1619067,1.7259256,1.0567713,2.7826972,0.6739130434782609,0.75277805,1.9357151,1.6130959,0.32261917,0.5166666666666667,6.6674633,0.024793388429752067,2.796033,0.7241379310344828,2.2583344,36.671047,0.21728971962616822,0.14485981308411214,0.6378504672897196,5.269447,0.40816326530612246,0.08163265306122448,0.5102040816326531,0.25,0.6939252336448598,0.0,0.0,0.5376986,0.23809523809523808,0.0,1.8766774,0.0,0.5286987,0.31779835,0.33991772,0.30118006,0.032446433,0.10753972,4.9163103,2.9551716,3.1608572,2.80064,0.012260125,0.0073695052,0.007882437,0.00698414,Left Defensive Midfielder,Centre Defensive Midfielder,4.624208,11.0765915,14.517862,20.10993,0.5376986,2.688493,0.13636363636363635,0.090155154,0.007961783439490446,3.548811,0.21507944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.08108108108108109,0.6896551724137931,0.20327102803738317,26.29995527891355,23.502513744212962,21.544189453125,20.501331329345703,0.0,0.0,,0.0,0.0,0.05373832,0.13785046,0.0,0.50862944,12,69.74167,5.3877406,0.0,1.0753973,0.14814381,-0.040604077,2.365874,0.10753972,0.86031777,0.875,1.9357151,,0.89363325,0.9515945,-0.0042700614,-4.755766,26.884932,0.968,2.5800326,0.5,4.731748,0.21507944,0.0,0.0,0.10753972,10.772305,4.4091287,0.10753972,7,37.95456,4.731748,2.9035728,0.23529412,0.6136364,35.510292,48.91635,2023-12-09T17:00,9.298889,0.11746534,0.17429207,-0.028984042,-0.06915643,0.041313726,,0.0,12.474608,0.0031818978,0.0,0.0,5.054367,25.379375,3887,8067.2,357.5,67.5,28.4,7.0,0.0,0.0,0.07,425.0,30.0,Sheffield Wednesday,English Championship,1993-09-13,837.0
Lee Nicholls,,0.0,0.0,0.0,0.0,0.0,0.056144144,0.056144144,0.0,0.056144144,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.36363636363636365,8.309334,0.0,0.0,,0.0,17.460829,0.6878504672897197,0.0,0.3121495327102804,0.6737298,0.9166666666666666,0.0,0.08333333333333333,,0.5065420560747663,,0.0,0.0,,0.0,0.0,0.0,0.2191721,0.18765615,0.2191721,0.18765615,0.0,0.0,3.903739,3.342399,3.903739,3.342399,0.0072967084,0.0062474743,0.0072967084,0.0062474743,Goalkeeper,,1.4597478,21.39092,0.0,0.11228829,0.0,0.0,0.0,0.0,0.0,1.515892,0.11228829,12.520145,1.515892,1.3180133,1.2962762,0.6142857142857143,0.6701662881033761,-0.2196157,-0.05588057381766183,0.07582938388625593,0.40625,0.059813084112149535,52.51335791471963,41.632275570802584,50.27438735961914,40.046241760253906,3.9300904,1.2962762,0.31390134529147984,1.7393087,0.022566028,0.029906543,0.12149533,20.120884,0.12144471,16,100.18854,1.5102775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.792794,0.79655355,-0.10029206,-2.2389705,13.193874,1.0,6.846563,1.0,0.0,0.056144144,0.0,0.0,0.056144144,0.08202903,7.1864505,0.0,16,9.219999,0.0,0.0,0.0,,1.8118334,13.151459,2023-11-11T17:00,17.811296,-0.1530573,0.13108514,,-0.03637697,0.064028084,-0.31179354,0.0,4.547676,0.0,0.056144144,0.056144144,0.0,0.11228829,4026,,,,,,,,,,31.0,Huddersfield Town,English Championship,1992-10-05,1603.0
