Player Name,player_id,Season,xG,Shots,Open Play Key Passes,Assists,Throughballs,Passes into Box,Open Play Passes into Box,Touches Inside Box,Open Play Passes into and Touches Inside Box,Tackles,Interceptions,Tackles and Interceptions,PAdj Tackles,PAdj Interceptions,PAdj Tackles & Interceptions,Tackled/Dribbled Past %,Successful Dribbles,Fouls Committed,Dribbled Past,Dispossessions,Long Ball %,Long Balls,Blocks per Shot,Clearances,Aerial Wins,Open Play Passes,Forward Pass %,Backward Pass %,Sideways Pass %,Open Play Final 3rd Passes,passing_ratio,Non-Penalty Goals,Successful Crosses,penalty_wins_90,padj_clearances_90,passes_inside_box_90,xgchain_90,op_xgchain_90,xgbuildup_90,op_xgbuildup_90,Open Play xG Assisted,op_assists_90,xgchain,op_xgchain,xgbuildup,op_xgbuildup,xgchain_per_possession,op_xgchain_per_possession,xgbuildup_per_possession,op_xgbuildup_per_possession,pressured_long_balls_90,unpressured_long_balls_90,aggressive_actions_90,Pressures,Turnovers,pressure_regains_90,sp_xa_90,shot_touch_ratio,Deep Progressions,fouls_won_90,shots_faced_90,goals_faced_90,np_xg_faced_90,np_psxg_faced_90,save_ratio,xs_ratio,gsaa_90,left_foot_ratio,passes_pressed_ratio,pass_length,s_pass_length,ot_shots_faced_90,npot_psxg_faced_90,np_optimal_gk_dlength,clcaa,pass_into_pressure_ratio,pass_into_danger_ratio,da_aggressive_distance,appearances,average_minutes,sp_assists_90,sp_key_passes_90,npxgxa_90,over_under_performance_90,shots_key_passes_90,failed_dribbles_90,total_dribbles_90,sp_passes_into_box_90,pass_length_ratio,carries_90,carry_ratio,carry_length,dribble_faced_ratio,counterpressures_90,yellow_cards_90,second_yellow_cards_90,red_cards_90,errors_90,padj_pressures_90,defensive_action_regains_90,counterpressure_regains_90,starting_appearances,average_x_pressure,fhalf_pressures_90,fhalf_counterpressures_90,fhalf_pressures_ratio,average_x_defensive_action,average_x_pass,most_recent_match,90s_played,obv_90,Pass OBV,Defensive Action OBV,Dribble & Carry OBV,deep_completions_90,ball_recoveries_90,np_psxg_90,penalties_faced_90,penalties_conceded_90,fhalf_ball_recoveries_90,defensive_actions_90,defensive_responsibility_actions_90,expected_defensive_actions,expected_defensive_actions_90,defensive_actions_above_expectation,defensive_actions_above_expectation_90,obv_conceded_responsibility_weighted_90,predicted_headers_90,xG Per Shot,Aerial Win %,op_f3_forward_pass_proportion,op_f3_backward_pass_proportion,op_f3_sideways_pass_proportion,shot_on_target_ratio,conversion_ratio,primary_position,pressured_passing_ratio,p_pass_length,ps_pass_length,positive_outcome_score,positive_outcome_90,pressured_pass_length_ratio,change_in_passing_ratio,pressured_change_in_pass_length,fhalf_counterpressures_ratio,Shot OBV,dribble_ratio,crossing_ratio,secondary_position,box_cross_ratio,gsaa_ratio,ot_shots_faced_ratio,obv_gk_90,penalty_conversion_ratio,Age,Team,League,birth_date,Player Season Minutes,position_1,Score Type
Dominik Szoboszlai,21209,2026/2027,0.09026637,2.2817707,0.76059014,0.0,0.0,2.091623,0.76059014,0.5704427,1.3310328,1.711328,1.1408854,2.8522131,2.4270952,1.7225034,4.149599,0.6428571428571429,0.38029507,2.471918,0.9507377,0.76059014,0.559322033898305,6.274869,0.07407407407407407,0.5704427,0.5704427,54.192047,0.1580547112462006,0.0911854103343465,0.7507598784194529,17.303427,0.8024316109422492,0.0,0.5704427,0.0,0.6887861,0.0,0.93482006,0.4690678,0.5686823,0.41933522,0.05161345,0.0,4.916288,2.4668622,2.9907422,2.2053149,0.018764457,0.0094155045,0.011415047,0.008417232,2.471918,9.317229,17.303427,23.958591,1.5211803,7.035459,0.14268541,0.010619469026548672,8.176345,0.9507377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10084033613445378,0.14285714285714285,21.741187191299392,20.13504120797822,0.0,0.0,0.0,0.0,0.04255319,0.1762918,0.0,5,94.66333,0.0,1.3310328,0.28456524,-0.28456524,4.3733935,0.19014753,0.5704427,1.3310328,0.9261243,45.825558,0.95435685,5.480057,0.375,7.035459,0.19014753,0.0,0.0,0.19014753,32.43616,8.746787,1.5211803,5,48.89632,12.169442,4.3733935,0.50793654,45.22969,55.12007,2026-09-20T13:00,5.2590737,0.3742622,0.1458721,0.18268771,0.081352696,0.19014753,9.317229,0.046795014,0.0,0.0,3.8029509,28.141836,34.4163449,140.0418097,26.6283272,40.9581906,7.7880178,0.1330363,0.8442843,0.039559791485468544,0.2727273,0.15384615384615385,0.10989010989010989,0.7362637362637363,0.3333333333333333,0.0,Right Defensive Midfielder,0.8085106382978723,20.912553787231445,20.262367248535156,0.5738943,10.1158495,0.96890926,0.0060790274,-0.82863367,0.6216216,-0.0356503,0.6666667,0.2,Centre Attacking Midfielder,0.2727272727272727,,,,1.0,26.0,Liverpool,English Premier League,2000-10-25,473.0,Defensive Midfield,Defensive Midfield
Milos Kerkez,89635,2026/2027,0.018929597,0.6489085,0.43260565,0.0,0.0,0.43260565,0.43260565,0.21630283,0.6489085,1.297817,0.6489085,1.9467255,1.7953366,0.95943725,2.754774,1.0,0.21630283,1.9467255,0.0,1.0815142,0.65,2.8119369,0.058823529411764705,3.2445426,0.8652113,40.881233,0.29357798165137616,0.10550458715596331,0.6009174311926605,13.410775,0.7798165137614679,0.0,0.21630283,0.0,4.38437,0.0,0.46231878,0.46105453,0.43507493,0.4338107,0.01015493,0.0,2.1373682,2.1315234,2.0114157,2.0055711,0.010528907,0.010500115,0.009908452,0.009879661,4.1097536,3.4608452,6.0564795,10.815142,1.0815142,4.326057,0.0,0.00554016620498615,5.6238737,1.297817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8714285714285714,0.10091743119266056,18.57022850666571,17.82947208180147,0.0,0.0,0.0,0.0,0.06880734,0.23853211,0.0,5,83.21666,0.0,0.0,0.029084526,-0.029084526,1.0815142,0.6489085,0.8652113,0.0,0.96011055,33.310635,0.9415584,4.7441,,2.1630285,0.43260565,0.0,0.0,0.0,14.85203,5.407571,1.5141199,4,44.27581,4.758662,1.9467255,0.44,40.35127,55.228374,2026-09-20T13:00,4.623148,0.107386,0.027846847,0.0010890042,0.081974626,0.0,11.031445,0.02005714,0.0,0.0,4.5423594,14.059684,21.8421249,92.4001204,19.9823265,8.5998796,1.8597985,0.126161,0.9045451,0.02917144199212392,0.4444444,0.22580645161290322,0.0967741935483871,0.6774193548387096,0.3333333333333333,0.0,Left Back,0.6363636363636364,19.081817626953125,17.159286499023438,0.35330075,6.2511516,0.899248,-0.14345288,0.5115891,0.9,-0.003524475,0.25,0.09090909090909091,,0.0,,,,,23.0,Liverpool,English Premier League,2003-11-07,416.0,Left Back,Left Back
Alex Tóth,386463,2026/2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.372892,,0.0,0.0,0.0,0.0,43.847595,0.21428571428571427,0.21428571428571427,0.5714285714285714,16.86446,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.372892,16.86446,6.745784,3.372892,0.0,0.0,16.86446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.14285714285714285,17.49357169015067,17.549231896033653,0.0,0.0,0.0,0.0,0.071428575,0.071428575,0.0,2,13.341666,0.0,0.0,0.0,0.0,0.0,6.745784,6.745784,0.0,1.0031817,43.847595,0.7692308,4.388216,,3.372892,0.0,0.0,0.0,0.0,7.6934266,3.372892,0.0,0,46.61357,10.118676,3.372892,0.6,52.383335,53.106594,2026-09-20T13:00,0.29648146,0.034581553,0.078193806,0.039372053,-0.082984306,0.0,10.118676,0.0,0.0,0.0,3.372892,16.86446,27.299872,5.8709292,20.034452,2.1290708,7.26542,0.1726072,1.8017916,,0.0,0.2,0.0,0.8,,,Left Defensive Midfielder,1.0,16.704999923706055,16.704999923706055,0.030303031,0.3372892,1.0,0.071428575,-0.7885718,1.0,,0.0,,,,,,,,21.0,AFC Bournemouth,English Premier League,2005-10-23,26.0,Defensive Midfield,Defensive Midfield
Mats Wieffer,24155,2026/2027,0.06559388,1.0798919,1.619838,0.0,0.0,2.1597838,2.1597838,1.619838,3.779622,1.619838,2.6997302,4.3195677,2.9067943,4.865195,7.771989,0.75,0.53994596,1.0798919,0.53994596,1.0798919,0.8333333333333334,2.6997302,0.13636363636363635,1.0798919,3.779622,62.09379,0.12403100775193798,0.10852713178294573,0.7674418604651163,16.198381,0.8682170542635659,0.0,0.53994596,0.0,1.978938,0.53994596,0.98579633,0.9583543,0.84133637,0.81389445,0.14445989,0.0,1.8257313,1.7749077,1.5581862,1.5073626,0.019218223,0.01868324,0.01640196,0.015866974,2.1597838,2.1597838,9.179082,15.118488,0.0,5.939406,0.0,0.00881057268722467,5.939406,2.1597838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23655913978494625,0.2558139534883721,17.510386385658915,17.820177350725448,0.0,0.0,0.0,0.0,0.13178295,0.23255815,0.0,2,83.34167,0.0,0.0,0.21005379,-0.21005379,2.6997302,0.0,0.53994596,0.0,1.0176919,46.975304,0.9885057,3.0336425,0.5,1.619838,0.0,0.0,0.0,0.53994596,27.355995,8.099191,0.53994596,2,46.232063,5.3994603,0.53994596,0.35714287,44.641216,52.452457,2026-08-30T13:00,1.8520371,0.4049489,0.10623557,0.31697896,0.06765276,0.53994596,10.258974,0.0,0.0,0.0,4.8595138,17.818218,27.9208459,28.3269149,15.5080672,22.6730852,12.4127788,0.1987217,3.5551449,0.06074114888906479,0.6363636,0.2,0.06666666666666667,0.7333333333333333,0.0,0.0,Right Back,0.9090909090909091,15.063332557678223,16.05066680908203,0.36968085,7.5052495,1.0655456,0.040873855,-2.4470541,0.33333334,-0.08591838,1.0,0.5,Left Defensive Midfielder,0.25,,,,,27.0,Brighton & Hove Albion,English Premier League,1999-11-16,164.0,Right Back,Right Back
Kenny Tete,3798,2026/2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8287058,2.8287058,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.6574116,0.0,0.0,0.0,0.0,0.0,5.6574116,2.8287058,22.629646,0.2727272727272727,0.0,0.7272727272727273,2.8287058,0.7272727272727273,0.0,0.0,0.0,4.16635,0.0,0.21882042,0.21882042,0.21882042,0.21882042,0.0,0.0,0.07735707,0.07735707,0.07735707,0.07735707,0.007032461,0.007032461,0.007032461,0.007032461,5.6574116,2.8287058,5.6574116,19.800943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,18.47908991033381,14.543749809265137,0.0,0.0,0.0,0.0,0.18181819,0.45454547,0.0,1,31.816668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7870382,11.314823,1.0,1.5132256,,0.0,2.8287058,0.0,0.0,0.0,14.582225,2.8287058,0.0,0,29.207058,2.8287058,0.0,0.14285715,25.006868,38.26421,2026-09-12T14:00,0.35351852,0.14342472,0.06178225,0.07662449,0.0050179427,0.0,8.486118,0.0,0.0,0.0,2.8287058,25.458353,28.2900103,10.7882582,30.5199936,-0.7882582,-2.2299833,-0.1404245,1.3884737,,1.0,0.0,0.0,1.0,,,Right Back,1.0,5.690000057220459,5.690000057220459,0.35999998,5.091671,1.0,0.27272728,-12.78909,,,,,,,,,,,31.0,Fulham,English Premier League,1995-10-09,32.0,Right Back,Right Back
Micky van de Ven,32547,2026/2027,0.082064874,0.6864989,0.0,0.0,0.0,0.0,0.0,1.6018306,1.6018306,1.1441648,2.2883296,3.4324944,1.6342055,3.323806,4.9580116,0.7142857142857143,0.0,0.6864989,0.45766592,0.45766592,0.6923076923076923,2.0594966,0.04,3.6613274,2.2883296,64.5309,0.1870748299319728,0.013605442176870748,0.7993197278911565,5.263158,0.9591836734693877,0.0,0.0,0.0,5.195877,0.0,0.23632072,0.23632072,0.15693575,0.15693575,0.0,0.0,1.0327215,1.0327215,0.6858092,0.6858092,0.004988993,0.004988993,0.0033130879,0.0033130879,3.8901603,2.7459955,2.7459955,5.9496574,0.45766592,2.5171626,0.0,0.001763668430335097,4.576659,1.6018306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9239543726235742,0.1054421768707483,19.500647720025512,19.31652572307181,0.0,0.0,0.0,0.0,0.07482993,0.091836736,0.0,4,98.325,0.0,0.0,0.082064874,-0.082064874,0.6864989,0.0,0.0,0.0,0.99055815,56.750576,0.983871,4.160546,0.5,1.8306637,0.22883296,0.0,0.0,0.22883296,8.790319,4.576659,0.6864989,4,28.558842,1.1441648,0.6864989,0.1923077,25.87187,39.34537,2026-09-19T11:30,4.37,0.04785611,0.03477147,0.12011112,0.023859505,0.0,8.695653,0.0,0.0,0.0,2.2883296,7.7803206,19.2183691,76.8075233,17.5728016,7.1924769,1.6455676,0.1216157,2.0390918,0.11954115827878316,0.6666667,0.30434782608695654,0.0,0.6956521739130435,0.0,0.0,Left Centre Back,0.8709677419354839,18.577096939086914,18.87963104248047,0.18286444,3.2723112,1.0162853,-0.08821593,-0.9235505,0.375,-0.13088599,,,,,,,,,25.0,Tottenham Hotspur,English Premier League,2001-04-19,393.0,Centre Back,Centre Back
Kjell Scherpen,15530,2026/2027,0.0,0.0,0.0,0.0,0.0,0.22768478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.4024390243902439,7.5135975,0.0,0.0,0.0,27.09449,0.4266666666666667,0.0,0.5733333333333334,0.22768478,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.25704208,0.25704208,0.25704208,0.25704208,0.0,0.0,1.1289383,1.1289383,1.1289383,1.1289383,0.0074764127,0.0074764127,0.0074764127,0.0074764127,4.5536957,14.116457,0.0,0.0,0.0,0.0,0.0,0.0,0.9107391,0.22768478,14.344141,1.8214782,1.291444,1.5313874,0.6666666666666667,0.7197537422180176,-0.29009086,0.19230769230769232,0.22666666666666666,41.543131510416664,30.46989990234375,5.464435,1.5313874,2.1318264,-0.03392261,0.04,0.28,19.375658,4,98.82083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22768478,0.73345214,23.223848,1.0,5.3350735,,0.0,0.0,0.0,0.0,0.22768478,0.0,6.147489,0.0,4,,0.0,0.0,,2.600143,11.346184,2026-09-12T14:00,4.392037,-0.29181853,0.10762279,,0.07213486,0.0,3.6429565,0.0,0.22768478,0.22768478,0.0,0.0,3.1870302,16.3022293,3.7111213,-2.3022293,-0.524091,0.0872517,0.0,,,0.0,0.0,1.0,,,Goalkeeper,0.5588235294117647,42.79206085205078,30.800003051757812,0.14090021,1.6393306,0.71975976,-0.10784314,1.2489289,,,,,,0.0,-0.053087075551350914,0.38095238095238093,-0.4715761,,27.0,Ipswich Town,English Premier League,2000-01-23,395.0,Goalkeeper,Goalkeeper
Cody Mathès Gakpo,20750,2026/2027,0.13394949,2.241594,2.6899128,0.6724782,0.44831878,2.241594,2.241594,4.034869,6.276463,1.120797,1.5691158,2.6899128,1.4697902,2.113308,3.5830984,0.7142857142857143,1.7932751,1.7932751,0.44831878,2.4657533,0.5,1.120797,0.0,0.22415939,1.120797,32.95143,0.18791946308724833,0.1476510067114094,0.6644295302013423,16.587795,0.7785234899328859,0.22415939,1.120797,0.0,0.2710047,1.120797,0.85004157,0.85004157,0.6802529,0.6802529,0.34189692,0.6724782,3.7921298,3.7921298,3.034684,3.034684,0.025973491,0.025973491,0.020785507,0.020785507,0.6724782,1.7932751,5.3798256,8.966376,3.1382315,4.034869,0.0,0.02912621359223301,5.3798256,1.5691158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11320754716981132,0.28859060402684567,17.23617410339765,15.648190202384159,0.0,0.0,0.0,0.0,0.093959734,0.2147651,0.0,5,80.3,0.0,0.0,0.47584647,0.4207912,4.9315066,0.6724782,2.4657533,0.0,0.9078691,37.21046,0.8674699,6.1445384,0.6666667,1.7932751,0.0,0.0,0.0,0.0,11.790252,5.3798256,1.5691158,4,61.98005,5.8281446,1.5691158,0.65,56.34465,66.33113,2026-09-20T13:00,4.461111,0.45167565,0.34014815,0.014052226,0.17328216,0.89663756,6.0523043,0.067507274,0.0,0.0,4.9315066,11.880447,13.2195089,83.1422332,18.628805,-24.1422331,-5.409296,0.0553631,0.8375567,0.05975635647773743,0.625,0.25675675675675674,0.13513513513513514,0.6081081081081081,0.1,0.1,Left Wing,0.7674418604651163,16.46488380432129,17.02757453918457,0.42216688,7.5990033,1.0341752,-0.011081629,-0.7712906,0.875,-0.07580687,0.72727275,0.4166666666666667,Right Wing,0.3,,,,,27.0,Liverpool,English Premier League,1999-05-07,402.0,Left Winger,Winger
Jan Paul van Hecke,30691,2026/2027,0.08937917,0.9211559,0.7369247,0.0,0.18423118,0.55269355,0.55269355,1.8423119,2.3950052,1.4738494,0.55269355,2.0265431,2.1117249,0.8552859,2.9670107,0.7272727272727273,0.18423118,1.6580806,0.55269355,0.18423118,0.7619047619047619,5.8953977,0.08,2.2107742,1.6580806,68.71822,0.25569620253164554,0.02278481012658228,0.7215189873417721,14.738495,0.9113924050632911,0.18423118,0.0,0.0,3.1671903,0.0,0.31780207,0.28348333,0.25101662,0.21669789,0.024290446,0.0,1.7250178,1.5387369,1.3625088,1.176228,0.006095469,0.005437233,0.0048145186,0.0041562826,2.2107742,7.7377095,5.8953977,8.106173,0.0,3.3161612,0.0,0.0,11.975026,0.9211559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05588235294117647,0.05822784810126582,21.785237836234177,21.40888671875,0.0,0.0,0.0,0.0,0.06835443,0.10632911,0.0,5,97.70333,0.0,0.0,0.11366961,0.07056156,1.6580806,0.0,0.18423118,0.0,0.9827245,59.322437,0.9968944,6.8483,0.5,0.9211559,0.18423118,0.0,0.0,0.0,11.849369,4.9742417,0.0,5,32.29193,2.2107742,0.55269355,0.27272728,26.955538,45.074078,2026-09-19T11:30,5.427963,0.2375226,0.075361185,0.1122404,0.102785185,0.0,9.39579,0.080967166,0.0,0.0,1.8423119,11.238102,23.0242774,114.0783481,21.0125722,10.9216519,2.0117051,0.2295893,3.4930592,0.09702936410903931,0.3103448,0.375,0.0125,0.6125,0.4,0.2,Right Centre Back,0.8695652173913043,18.543912887573242,19.69150161743164,0.2621469,4.2741632,1.0618849,-0.041827187,-3.2413244,0.6,-0.05286417,1.0,0.0,Right Back,0.0,,,,,26.0,Tottenham Hotspur,English Premier League,2000-06-08,489.0,Centre Back,Centre Back
Marco Bizot,7832,2026/2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5714285714285714,10.789211,0.0,0.0,0.0,14.385615,0.5806451612903226,0.0,0.41935483870967744,0.89910096,0.6774193548387096,0.0,0.0,0.0,0.0,0.0,0.106314145,0.07017499,0.106314145,0.07017499,0.0,0.0,0.118244946,0.07805018,0.118244946,0.07805018,0.0033784271,0.002230005,0.0033784271,0.002230005,4.495505,14.385615,0.0,0.0,0.0,0.0,0.0,0.0,3.5964038,0.0,18.881119,2.6973028,3.1705585,3.08647,0.5714285714285714,0.509594236101423,0.38916716,0.3157894736842105,0.2903225806451613,49.971612745715724,42.498572939918155,6.2937064,3.08647,1.9264891,-0.013781751,0.16129032,0.48387095,9.943513,1,100.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8504543,11.688312,1.0,4.7031255,,0.0,0.0,0.0,0.0,0.0,0.0,11.688312,0.0,1,,0.0,0.0,,2.6399124,11.43127,2026-08-23T13:00,1.1122222,0.41676873,0.12262775,,0.03319997,0.0,0.89910096,0.0,0.0,0.0,0.0,0.0,0.8988851,2.9122351,2.6177647,-1.9122352,-1.7188797,0.1346929,0.0,,,1.0,0.0,0.0,,,Goalkeeper,0.8888888888888888,31.943336486816406,34.09375,0.20588234,1.2587413,1.0673196,0.21146953,-18.028276,,,,,,,0.06183433532714844,0.3333333333333333,0.26094097,,36.0,Aston Villa,English Premier League,1991-03-10,100.0,Goalkeeper,Goalkeeper
Jorrel Hato,152061,2026/2027,0.017969977,0.3253208,0.9759624,0.6506416,0.0,0.9759624,0.9759624,2.2772458,3.2532082,1.6266041,1.3012832,2.9278872,0.9059085,1.0395906,1.9454991,0.8333333333333334,0.3253208,0.3253208,0.3253208,0.6506416,0.0,0.0,0.06666666666666667,2.2772458,1.6266041,21.145853,0.25316455696202533,0.20253164556962025,0.5443037974683544,6.5064163,0.7848101265822784,0.0,0.0,0.0,0.9022871,0.3253208,0.6033118,0.5087651,0.5471304,0.4525837,0.17065082,0.6506416,1.8545134,1.5638874,1.681818,1.391192,0.020379268,0.017185576,0.018481517,0.015287824,2.2772458,0.6506416,10.410266,18.217966,1.3012832,4.2291703,0.0,0.0,1.3012832,0.9759624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.20253164556962025,16.953668908227847,15.911612233807963,0.0,0.0,0.0,0.0,0.101265825,0.25316456,0.0,4,69.1625,0.0,0.0,0.18862079,0.46202084,1.3012832,0.0,0.3253208,0.0,0.93853503,16.916681,0.90384614,4.649495,0.0,2.2772458,0.0,0.0,0.0,0.0,10.13521,6.1810956,0.3253208,4,33.77388,4.8798122,1.9519248,0.26785713,30.237917,56.29114,2026-09-12T14:00,3.0738888,0.17004418,0.06664749,0.057611063,0.054134008,0.6506416,6.5064163,0.0,0.0,0.0,0.9759624,20.16989,28.9811987,76.5012763,24.9112212,12.4987236,4.0699774,0.2773383,1.5314447,0.05523771047592163,0.5555556,0.15,0.5,0.35,0.0,0.0,Left Wing Back,0.9375,14.392499923706055,15.011999130249023,0.2946058,4.6195555,1.0430433,0.15268987,-2.561169,0.85714287,-0.008348399,1.0,,Left Centre Back,0.0,,,,,21.0,Chelsea,English Premier League,2006-03-07,276.0,Left Back,Left Back
Quinten Ryan Crispito Timber,21884,2026/2027,0.085599944,1.6481504,0.9888903,0.0,0.0,0.6592602,0.6592602,1.3185204,1.9777806,2.9666708,0.6592602,3.6259308,2.5264018,0.4538884,2.98029,0.8181818181818182,0.9888903,1.6481504,0.6592602,0.6592602,0.125,0.3296301,0.043478260869565216,0.3296301,0.3296301,32.63338,0.20388349514563106,0.1262135922330097,0.6699029126213593,9.888903,0.7572815533980582,0.0,0.0,0.0,0.32332647,0.0,0.31994614,0.31994614,0.27482402,0.27482402,0.15520802,0.0,0.9706217,0.9706217,0.83373463,0.83373463,0.00980426,0.00980426,0.008421562,0.008421562,0.6592602,2.3074107,11.537053,17.470396,1.9777806,5.9333415,0.0,0.026455026455026454,3.9555612,2.6370409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1917808219178082,0.1650485436893204,18.867087947512136,16.843590369591347,0.0,0.0,0.0,0.0,0.097087376,0.2815534,0.0,3,91.01111,0.0,0.0,0.24080795,-0.24080795,2.6370409,0.3296301,1.3185204,0.0,0.89274985,30.98523,0.9361702,5.1949644,1.0,4.2851915,0.0,0.0,0.0,0.0,13.172525,7.2518616,2.3074107,3,40.479584,5.2740817,1.3185204,0.3018868,40.361637,52.743286,2026-09-20T13:00,3.0337036,0.07720922,0.012594257,-0.0051901555,0.16977397,0.3296301,6.9222317,0.038746253,0.0,0.0,3.6259308,22.085217,22.3661171,81.0308272,26.652132,-13.030827,-4.2860148,0.1826772,0.4350868,0.05193697214126587,0.25,0.13333333333333333,0.13333333333333333,0.7333333333333333,0.2,0.0,Right Defensive Midfielder,0.5882352941176471,17.361764907836914,12.669000625610352,0.2577904,2.999634,0.72970694,-0.16904625,-1.5053236,0.30769232,-0.09996884,0.75,,Left Centre Midfielder,0.0,,,,,25.0,Crystal Palace,English Premier League,2001-06-17,274.0,Defensive Midfield,Defensive Midfield
Gustavo Martin Emilio Hamer,15304,2026/2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.6862054,0.0,1.895402,0.0,0.0,0.0,0.0,0.0,41.69884,0.16666666666666666,0.08333333333333333,0.75,17.058617,0.75,0.0,0.0,0.0,0.0,0.0,0.14394592,0.14394592,0.14394592,0.14394592,0.0,0.0,0.0759448,0.0759448,0.0759448,0.0759448,0.00379724,0.00379724,0.00379724,0.00379724,0.0,5.6862054,5.6862054,7.581608,1.895402,1.895402,0.0,0.0,9.47701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.125,19.870834350585938,17.107221815321182,0.0,0.0,0.0,0.0,0.041666668,0.20833333,0.0,3,15.827778,0.0,0.0,0.0,0.0,0.0,1.895402,1.895402,0.0,0.86092114,37.90804,0.95,2.361409,,0.0,0.0,0.0,0.0,0.0,4.454316,1.895402,0.0,0,50.3061,3.790804,0.0,0.5,50.3061,56.86627,2026-09-05T14:00,0.5275926,-0.037258483,-0.03224484,-0.002561715,-0.0024519344,0.0,15.163216,0.0,0.0,0.0,9.47701,13.267814,17.0762147,8.8920084,16.8713161,0.1079916,0.2048986,0.0751811,1.4353507,,0.0,0.3333333333333333,0.0,0.6666666666666666,,,Left Centre Midfielder,0.6666666666666666,21.243331909179688,30.974998474121094,0.2631579,2.8431027,1.4581045,-0.083333336,1.3724976,,,0.0,0.0,Centre Attacking Midfielder,,,,,,29.0,Coventry City,English Premier League,1997-06-24,47.0,Centre Midfield,Central Midfield
Milan Fabrizio van Ewijk,29659,2026/2027,0.0,0.0,0.4641767,0.0,0.23208836,1.3925302,0.4641767,1.1604419,1.6246185,1.6246185,0.6962651,2.3208838,1.0303438,0.15183505,1.1821787,0.7777777777777778,0.23208836,1.1604419,0.4641767,0.6962651,0.7619047619047619,3.7134137,0.04838709677419355,1.8567069,1.3925302,28.54687,0.21621621621621623,0.19594594594594594,0.5878378378378378,9.283535,0.831081081081081,0.0,1.1604419,0.0,0.787959,0.0,0.43938646,0.36577514,0.42998186,0.36577514,0.01987824,0.0,1.893186,1.5760168,1.8526644,1.5760168,0.013056455,0.010869081,0.012776995,0.010869081,2.7850604,3.9455023,7.1947393,12.068596,1.6246185,4.6417675,0.009404599,0.0,3.7134137,0.4641767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16842105263157894,0.18243243243243243,20.977093670819258,20.176829268292682,0.0,0.0,0.0,0.0,0.10135135,0.25,0.0,4,96.94583,0.0,0.23208836,0.029282842,-0.029282842,0.6962651,0.6962651,0.9283534,0.9283534,0.9618506,21.816307,0.9255319,5.626217,0.6,1.3925302,0.23208836,0.0,0.0,0.23208836,5.3620515,6.498474,0.9283534,4,32.70474,2.0887954,0.9283534,0.17307693,29.354996,53.014774,2026-09-13T13:00,4.3087034,0.21260673,0.10107446,0.04709504,0.064437166,0.23208836,9.283535,0.0,0.0,0.0,3.7134137,14.853655,22.2770305,100.4633139,23.3127532,-4.4633139,-1.0357227,0.1807767,0.7298048,,0.75,0.175,0.25,0.575,,,Right Back,0.8518518518518519,18.79592514038086,21.083044052124023,0.34623218,3.9455023,1.1216817,0.020770771,-2.181168,0.6666667,,0.25,0.45454545454545453,Right Wing Back,0.8333333333333334,,,,,26.0,Coventry City,English Premier League,2000-09-08,388.0,Right Back,Right Back
